,Closing_Balance_Today,Opening_Balance_Today,Opening_Balance_This_Month,Opening_Balance_This_Fiscal_Year,Fiscal_Year,Fiscal_Quarter_Number,Calender_Year,Calender_Quarter_Number,Calender_Month_Number,Calender_Day_Number
836,353896,353200,403597,384713,2019,2,2019,1,2,6
837,353200,347476,403597,384713,2019,2,2019,1,2,5
838,347476,336151,403597,384713,2019,2,2019,1,2,4
839,336151,403597,403597,384713,2019,2,2019,1,2,1
840,403597,411384,402138,384713,2019,2,2019,1,1,31
841,411384,412931,402138,384713,2019,2,2019,1,1,30
842,412931,407393,402138,384713,2019,2,2019,1,1,29
843,407393,397633,402138,384713,2019,2,2019,1,1,28
844,397633,398325,402138,384713,2019,2,2019,1,1,25
845,398325,402227,402138,384713,2019,2,2019,1,1,24
846,402227,401576,402138,384713,2019,2,2019,1,1,23
847,401576,385978,402138,384713,2019,2,2019,1,1,22
848,385978,379667,402138,384713,2019,2,2019,1,1,18
849,379667,396414,402138,384713,2019,2,2019,1,1,17
850,396414,391614,402138,384713,2019,2,2019,1,1,16
851,391614,346986,402138,384713,2019,2,2019,1,1,15
852,346986,331349,402138,384713,2019,2,2019,1,1,14
853,331349,329196,402138,384713,2019,2,2019,1,1,11
854,329196,349443,402138,384713,2019,2,2019,1,1,10
855,349443,362161,402138,384713,2019,2,2019,1,1,9
856,362161,364760,402138,384713,2019,2,2019,1,1,8
857,364760,356117,402138,384713,2019,2,2019,1,1,7
858,356117,352175,402138,384713,2019,2,2019,1,1,4
859,352175,382616,402138,384713,2019,2,2019,1,1,3
860,382616,402138,402138,384713,2019,2,2019,1,1,2
861,402138,374086,344874,384713,2019,1,2018,4,12,31
862,374086,350161,344874,384713,2019,1,2018,4,12,28
863,350161,368236,344874,384713,2019,1,2018,4,12,27
864,368236,385921,344874,384713,2019,1,2018,4,12,26
865,385921,369800,344874,384713,2019,1,2018,4,12,24
866,369800,369121,344874,384713,2019,1,2018,4,12,21
867,369121,396293,344874,384713,2019,1,2018,4,12,20
868,396293,405951,344874,384713,2019,1,2018,4,12,19
869,405951,413686,344874,384713,2019,1,2018,4,12,18
870,413686,311699,344874,384713,2019,1,2018,4,12,17
871,311699,303972,344874,384713,2019,1,2018,4,12,14
872,303972,322663,344874,384713,2019,1,2018,4,12,13
873,322663,334446,344874,384713,2019,1,2018,4,12,12
874,334446,345214,344874,384713,2019,1,2018,4,12,11
875,345214,335704,344874,384713,2019,1,2018,4,12,10
876,335704,335333,344874,384713,2019,1,2018,4,12,7
877,335333,328613,344874,384713,2019,1,2018,4,12,6
878,328613,324242,344874,384713,2019,1,2018,4,12,5
879,324242,332153,344874,384713,2019,1,2018,4,12,4
880,332153,344874,344874,384713,2019,1,2018,4,12,3
881,344874,343322,366596,384713,2019,1,2018,4,11,30
882,343322,332336,366596,384713,2019,1,2018,4,11,29
883,332336,349874,366596,384713,2019,1,2018,4,11,28
884,349874,355284,366596,384713,2019,1,2018,4,11,27
885,355284,343116,366596,384713,2019,1,2018,4,11,26
886,343116,317331,366596,384713,2019,1,2018,4,11,23
887,317331,329967,366596,384713,2019,1,2018,4,11,21
888,329967,340443,366596,384713,2019,1,2018,4,11,20
889,340443,332083,366596,384713,2019,1,2018,4,11,19
890,332083,327429,366596,384713,2019,1,2018,4,11,16
891,327429,328686,366596,384713,2019,1,2018,4,11,15
892,328686,347277,366596,384713,2019,1,2018,4,11,14
893,347277,341974,366596,384713,2019,1,2018,4,11,13
894,341974,343799,366596,384713,2019,1,2018,4,11,9
895,343799,316157,366596,384713,2019,1,2018,4,11,8
896,316157,313269,366596,384713,2019,1,2018,4,11,7
897,313269,321371,366596,384713,2019,1,2018,4,11,6
898,321371,316635,366596,384713,2019,1,2018,4,11,5
899,316635,339185,366596,384713,2019,1,2018,4,11,2
900,339185,366596,366596,384713,2019,1,2018,4,11,1
901,366596,375928,384713,384713,2019,1,2018,4,10,31
902,375928,381164,384713,384713,2019,1,2018,4,10,30
903,381164,372504,384713,384713,2019,1,2018,4,10,29
904,372504,372379,384713,384713,2019,1,2018,4,10,26
905,372379,360681,384713,384713,2019,1,2018,4,10,25
906,360681,374478,384713,384713,2019,1,2018,4,10,24
907,374478,373431,384713,384713,2019,1,2018,4,10,23
908,373431,369528,384713,384713,2019,1,2018,4,10,22
909,369528,369856,384713,384713,2019,1,2018,4,10,19
910,369856,360638,384713,384713,2019,1,2018,4,10,18
911,360638,370559,384713,384713,2019,1,2018,4,10,17
912,370559,364651,384713,384713,2019,1,2018,4,10,16
913,364651,309211,384713,384713,2019,1,2018,4,10,15
914,309211,306983,384713,384713,2019,1,2018,4,10,12
915,306983,308869,384713,384713,2019,1,2018,4,10,11
916,308869,329788,384713,384713,2019,1,2018,4,10,10
917,329788,326140,384713,384713,2019,1,2018,4,10,9
918,326140,329827,384713,384713,2019,1,2018,4,10,5
919,329827,350281,384713,384713,2019,1,2018,4,10,4
920,350281,369434,384713,384713,2019,1,2018,4,10,3
921,369434,368488,384713,384713,2019,1,2018,4,10,2
922,368488,384713,384713,384713,2019,1,2018,4,10,1
923,384713,333711,317971,159322,2018,4,2018,3,9,28
924,333711,367243,317971,159322,2018,4,2018,3,9,27
925,367243,380347,317971,159322,2018,4,2018,3,9,26
926,380347,380103,317971,159322,2018,4,2018,3,9,25
927,380103,366176,317971,159322,2018,4,2018,3,9,24
928,366176,363997,317971,159322,2018,4,2018,3,9,21
929,363997,399519,317971,159322,2018,4,2018,3,9,20
930,399519,405806,317971,159322,2018,4,2018,3,9,19
931,405806,393190,317971,159322,2018,4,2018,3,9,18
932,393190,292893,317971,159322,2018,4,2018,3,9,17
933,292893,273955,317971,159322,2018,4,2018,3,9,14
934,273955,297697,317971,159322,2018,4,2018,3,9,13
935,297697,306899,317971,159322,2018,4,2018,3,9,12
936,306899,309612,317971,159322,2018,4,2018,3,9,11
937,309612,301597,317971,159322,2018,4,2018,3,9,10
938,301597,306574,317971,159322,2018,4,2018,3,9,7
939,306574,324437,317971,159322,2018,4,2018,3,9,6
940,324437,328486,317971,159322,2018,4,2018,3,9,5
941,328486,317971,317971,159322,2018,4,2018,3,9,4
942,317971,341540,358159,159322,2018,4,2018,3,8,31
943,341540,345255,358159,159322,2018,4,2018,3,8,30
944,345255,341177,358159,159322,2018,4,2018,3,8,29
945,341177,346234,358159,159322,2018,4,2018,3,8,28
946,346234,339925,358159,159322,2018,4,2018,3,8,27
947,339925,345360,358159,159322,2018,4,2018,3,8,24
948,345360,334992,358159,159322,2018,4,2018,3,8,23
949,334992,346406,358159,159322,2018,4,2018,3,8,22
950,346406,352718,358159,159322,2018,4,2018,3,8,21
951,352718,350958,358159,159322,2018,4,2018,3,8,20
952,350958,351762,358159,159322,2018,4,2018,3,8,17
953,351762,318117,358159,159322,2018,4,2018,3,8,16
954,318117,348234,358159,159322,2018,4,2018,3,8,15
955,348234,352397,358159,159322,2018,4,2018,3,8,14
956,352397,345053,358159,159322,2018,4,2018,3,8,13
957,345053,345681,358159,159322,2018,4,2018,3,8,10
958,345681,311690,358159,159322,2018,4,2018,3,8,9
959,311690,325462,358159,159322,2018,4,2018,3,8,8
960,325462,331580,358159,159322,2018,4,2018,3,8,7
961,331580,324023,358159,159322,2018,4,2018,3,8,6
962,324023,344497,358159,159322,2018,4,2018,3,8,3
963,344497,310204,358159,159322,2018,4,2018,3,8,2
964,310204,358159,358159,159322,2018,4,2018,3,8,1
965,358159,364574,332805,159322,2018,4,2018,3,7,31
966,364574,356398,332805,159322,2018,4,2018,3,7,30
967,356398,358530,332805,159322,2018,4,2018,3,7,27
968,358530,338978,332805,159322,2018,4,2018,3,7,26
969,338978,352674,332805,159322,2018,4,2018,3,7,25
970,352674,355938,332805,159322,2018,4,2018,3,7,24
971,355938,347454,332805,159322,2018,4,2018,3,7,23
972,347454,352247,332805,159322,2018,4,2018,3,7,20
973,352247,335801,332805,159322,2018,4,2018,3,7,19
974,335801,347036,332805,159322,2018,4,2018,3,7,18
975,347036,351651,332805,159322,2018,4,2018,3,7,17
976,351651,308129,332805,159322,2018,4,2018,3,7,16
977,308129,312325,332805,159322,2018,4,2018,3,7,13
978,312325,316434,332805,159322,2018,4,2018,3,7,12
979,316434,329750,332805,159322,2018,4,2018,3,7,11
980,329750,334686,332805,159322,2018,4,2018,3,7,10
981,334686,326004,332805,159322,2018,4,2018,3,7,9
982,326004,326453,332805,159322,2018,4,2018,3,7,6
983,326453,325543,332805,159322,2018,4,2018,3,7,5
984,325543,350599,332805,159322,2018,4,2018,3,7,3
985,350599,332805,332805,159322,2018,4,2018,3,7,2
986,332805,352083,354393,159322,2018,3,2018,2,6,29
987,352083,362175,354393,159322,2018,3,2018,2,6,28
988,362175,375921,354393,159322,2018,3,2018,2,6,27
989,375921,381513,354393,159322,2018,3,2018,2,6,26
990,381513,374630,354393,159322,2018,3,2018,2,6,25
991,374630,374084,354393,159322,2018,3,2018,2,6,22
992,374084,380090,354393,159322,2018,3,2018,2,6,21
993,380090,385423,354393,159322,2018,3,2018,2,6,20
994,385423,373207,354393,159322,2018,3,2018,2,6,19
995,373207,350812,354393,159322,2018,3,2018,2,6,18
996,350812,278287,354393,159322,2018,3,2018,2,6,15
997,278287,282968,354393,159322,2018,3,2018,2,6,14
998,282968,287180,354393,159322,2018,3,2018,2,6,13
999,287180,288319,354393,159322,2018,3,2018,2,6,12
1000,288319,278084,354393,159322,2018,3,2018,2,6,11
1001,278084,275598,354393,159322,2018,3,2018,2,6,8
1002,275598,289454,354393,159322,2018,3,2018,2,6,7
1003,289454,282852,354393,159322,2018,3,2018,2,6,6
1004,282852,288988,354393,159322,2018,3,2018,2,6,5
1005,288988,280932,354393,159322,2018,3,2018,2,6,4
1006,280932,354393,354393,159322,2018,3,2018,2,6,1
1007,354393,332712,419376,159322,2018,3,2018,2,5,31
1008,332712,334815,419376,159322,2018,3,2018,2,5,30
1009,334815,324686,419376,159322,2018,3,2018,2,5,29
1010,324686,311183,419376,159322,2018,3,2018,2,5,25
1011,311183,312169,419376,159322,2018,3,2018,2,5,24
1012,312169,327648,419376,159322,2018,3,2018,2,5,23
1013,327648,334686,419376,159322,2018,3,2018,2,5,22
1014,334686,327372,419376,159322,2018,3,2018,2,5,21
1015,327372,328498,419376,159322,2018,3,2018,2,5,18
1016,328498,327748,419376,159322,2018,3,2018,2,5,17
1017,327748,333251,419376,159322,2018,3,2018,2,5,16
1018,333251,347471,419376,159322,2018,3,2018,2,5,15
1019,347471,338034,419376,159322,2018,3,2018,2,5,14
1020,338034,338237,419376,159322,2018,3,2018,2,5,11
1021,338237,338377,419376,159322,2018,3,2018,2,5,10
1022,338377,354299,419376,159322,2018,3,2018,2,5,9
1023,354299,362193,419376,159322,2018,3,2018,2,5,8
1024,362193,355182,419376,159322,2018,3,2018,2,5,7
1025,355182,355775,419376,159322,2018,3,2018,2,5,4
1026,355775,384961,419376,159322,2018,3,2018,2,5,3
1027,384961,381742,419376,159322,2018,3,2018,2,5,2
1028,381742,419376,419376,159322,2018,3,2018,2,5,1
1029,419376,406195,289648,159322,2018,3,2018,2,4,30
1030,406195,395225,289648,159322,2018,3,2018,2,4,27
1031,395225,403067,289648,159322,2018,3,2018,2,4,26
1032,403067,413608,289648,159322,2018,3,2018,2,4,25
1033,413608,365561,289648,159322,2018,3,2018,2,4,24
1034,365561,336271,289648,159322,2018,3,2018,2,4,23
1035,336271,326142,289648,159322,2018,3,2018,2,4,20
1036,326142,350943,289648,159322,2018,3,2018,2,4,19
1037,350943,351336,289648,159322,2018,3,2018,2,4,18
1038,351336,262442,289648,159322,2018,3,2018,2,4,17
1039,262442,245560,289648,159322,2018,3,2018,2,4,16
1040,245560,225320,289648,159322,2018,3,2018,2,4,13
1041,225320,287804,289648,159322,2018,3,2018,2,4,12
1042,287804,302176,289648,159322,2018,3,2018,2,4,11
1043,302176,301022,289648,159322,2018,3,2018,2,4,10
1044,301022,291637,289648,159322,2018,3,2018,2,4,9
1045,291637,292669,289648,159322,2018,3,2018,2,4,6
1046,292669,300604,289648,159322,2018,3,2018,2,4,5
1047,300604,299702,289648,159322,2018,3,2018,2,4,4
1048,299702,324262,289648,159322,2018,3,2018,2,4,3
1049,324262,289648,289648,159322,2018,3,2018,2,4,2
1050,289648,333897,199390,159322,2018,2,2018,1,3,30
1051,333897,300355,199390,159322,2018,2,2018,1,3,29
1052,300355,320422,199390,159322,2018,2,2018,1,3,28
1053,320422,326168,199390,159322,2018,2,2018,1,3,27
1054,326168,320270,199390,159322,2018,2,2018,1,3,26
1055,320270,324254,199390,159322,2018,2,2018,1,3,23
1056,324254,298973,199390,159322,2018,2,2018,1,3,22
1057,298973,316961,199390,159322,2018,2,2018,1,3,21
1058,316961,328814,199390,159322,2018,2,2018,1,3,20
1059,328814,321657,199390,159322,2018,2,2018,1,3,19
1060,321657,305460,199390,159322,2018,2,2018,1,3,16
1061,305460,236160,199390,159322,2018,2,2018,1,3,15
1062,236160,253462,199390,159322,2018,2,2018,1,3,14
1063,253462,263515,199390,159322,2018,2,2018,1,3,13
1064,263515,248269,199390,159322,2018,2,2018,1,3,12
1065,248269,251562,199390,159322,2018,2,2018,1,3,9
1066,251562,187515,199390,159322,2018,2,2018,1,3,8
1067,187515,190496,199390,159322,2018,2,2018,1,3,7
1068,190496,197244,199390,159322,2018,2,2018,1,3,6
1069,197244,192156,199390,159322,2018,2,2018,1,3,5
1070,192156,213775,199390,159322,2018,2,2018,1,3,2
1071,213775,199390,199390,159322,2018,2,2018,1,3,1
1072,199390,203846,275794,159322,2018,2,2018,1,2,28
1073,203846,212253,275794,159322,2018,2,2018,1,2,27
1074,212253,204089,275794,159322,2018,2,2018,1,2,26
1075,204089,190583,275794,159322,2018,2,2018,1,2,23
1076,190583,208817,275794,159322,2018,2,2018,1,2,22
1077,208817,228784,275794,159322,2018,2,2018,1,2,21
1078,228784,224711,275794,159322,2018,2,2018,1,2,20
1079,224711,166297,275794,159322,2018,2,2018,1,2,16
1080,166297,180845,275794,159322,2018,2,2018,1,2,15
1081,180845,198047,275794,159322,2018,2,2018,1,2,14
1082,198047,206488,275794,159322,2018,2,2018,1,2,13
1083,206488,198581,275794,159322,2018,2,2018,1,2,12
1084,198581,202643,275794,159322,2018,2,2018,1,2,9
1085,202643,202221,275794,159322,2018,2,2018,1,2,8
1086,202221,199964,275794,159322,2018,2,2018,1,2,7
1087,199964,205285,275794,159322,2018,2,2018,1,2,6
1088,205285,200213,275794,159322,2018,2,2018,1,2,5
1089,200213,219444,275794,159322,2018,2,2018,1,2,2
1090,219444,275794,275794,159322,2018,2,2018,1,2,1
1091,275794,272462,228933,159322,2018,2,2018,1,1,31
1092,272462,276512,228933,159322,2018,2,2018,1,1,30
1093,276512,265889,228933,159322,2018,2,2018,1,1,29
1094,265889,269271,228933,159322,2018,2,2018,1,1,26
1095,269271,275963,228933,159322,2018,2,2018,1,1,25
1096,275963,278567,228933,159322,2018,2,2018,1,1,24
1097,278567,273051,228933,159322,2018,2,2018,1,1,23
1098,273051,264775,228933,159322,2018,2,2018,1,1,22
1099,264775,261919,228933,159322,2018,2,2018,1,1,19
1100,261919,256720,228933,159322,2018,2,2018,1,1,18
1101,256720,259084,228933,159322,2018,2,2018,1,1,17
1102,259084,215476,228933,159322,2018,2,2018,1,1,16
1103,215476,215951,228933,159322,2018,2,2018,1,1,12
1104,215951,198573,228933,159322,2018,2,2018,1,1,11
1105,198573,209981,228933,159322,2018,2,2018,1,1,10
1106,209981,214096,228933,159322,2018,2,2018,1,1,9
1107,214096,205500,228933,159322,2018,2,2018,1,1,8
1108,205500,204358,228933,159322,2018,2,2018,1,1,5
1109,204358,169957,228933,159322,2018,2,2018,1,1,4
1110,169957,190038,228933,159322,2018,2,2018,1,1,3
1111,190038,228933,228933,159322,2018,2,2018,1,1,2
1112,228933,205236,183157,159322,2018,1,2017,4,12,29
1113,205236,186486,183157,159322,2018,1,2017,4,12,28
1114,186486,202567,183157,159322,2018,1,2017,4,12,27
1115,202567,189767,183157,159322,2018,1,2017,4,12,26
1116,189767,183859,183157,159322,2018,1,2017,4,12,22
1117,183859,170817,183157,159322,2018,1,2017,4,12,21
1118,170817,177911,183157,159322,2018,1,2017,4,12,20
1119,177911,180621,183157,159322,2018,1,2017,4,12,19
1120,180621,159494,183157,159322,2018,1,2017,4,12,18
1121,159494,81451,183157,159322,2018,1,2017,4,12,15
1122,81451,64734,183157,159322,2018,1,2017,4,12,14
1123,64734,74174,183157,159322,2018,1,2017,4,12,13
1124,74174,79049,183157,159322,2018,1,2017,4,12,12
1125,79049,69098,183157,159322,2018,1,2017,4,12,11
1126,69098,108208,183157,159322,2018,1,2017,4,12,8
1127,108208,122127,183157,159322,2018,1,2017,4,12,7
1128,122127,115894,183157,159322,2018,1,2017,4,12,6
1129,115894,124441,183157,159322,2018,1,2017,4,12,5
1130,124441,115828,183157,159322,2018,1,2017,4,12,4
1131,115828,183157,183157,159322,2018,1,2017,4,12,1
1132,183157,178685,176855,159322,2018,1,2017,4,11,30
1133,178685,174602,176855,159322,2018,1,2017,4,11,29
1134,174602,179974,176855,159322,2018,1,2017,4,11,28
1135,179974,173644,176855,159322,2018,1,2017,4,11,27
1136,173644,151783,176855,159322,2018,1,2017,4,11,24
1137,151783,162665,176855,159322,2018,1,2017,4,11,22
1138,162665,171401,176855,159322,2018,1,2017,4,11,21
1139,171401,164392,176855,159322,2018,1,2017,4,11,20
1140,164392,166027,176855,159322,2018,1,2017,4,11,17
1141,166027,148165,176855,159322,2018,1,2017,4,11,16
1142,148165,180272,176855,159322,2018,1,2017,4,11,15
1143,180272,186715,176855,159322,2018,1,2017,4,11,14
1144,186715,177386,176855,159322,2018,1,2017,4,11,13
1145,177386,175105,176855,159322,2018,1,2017,4,11,10
1146,175105,160437,176855,159322,2018,1,2017,4,11,9
1147,160437,174857,176855,159322,2018,1,2017,4,11,8
1148,174857,181752,176855,159322,2018,1,2017,4,11,7
1149,181752,175463,176855,159322,2018,1,2017,4,11,6
1150,175463,201020,176855,159322,2018,1,2017,4,11,3
1151,201020,181764,176855,159322,2018,1,2017,4,11,2
1152,181764,176855,176855,159322,2018,1,2017,4,11,1
1153,176855,205648,159322,159322,2018,1,2017,4,10,31
1154,205648,198032,159322,159322,2018,1,2017,4,10,30
1155,198032,196459,159322,159322,2018,1,2017,4,10,27
1156,196459,185092,159322,159322,2018,1,2017,4,10,26
1157,185092,201072,159322,159322,2018,1,2017,4,10,25
1158,201072,203965,159322,159322,2018,1,2017,4,10,24
1159,203965,194259,159322,159322,2018,1,2017,4,10,23
1160,194259,201416,159322,159322,2018,1,2017,4,10,20
1161,201416,196106,159322,159322,2018,1,2017,4,10,19
1162,196106,207114,159322,159322,2018,1,2017,4,10,18
1163,207114,212602,159322,159322,2018,1,2017,4,10,17
1164,212602,159556,159322,159322,2018,1,2017,4,10,16
1165,159556,158328,159322,159322,2018,1,2017,4,10,13
1166,158328,155307,159322,159322,2018,1,2017,4,10,12
1167,155307,177393,159322,159322,2018,1,2017,4,10,11
1168,177393,171022,159322,159322,2018,1,2017,4,10,10
1169,171022,171576,159322,159322,2018,1,2017,4,10,6
1170,171576,154619,159322,159322,2018,1,2017,4,10,5
1171,154619,149817,159322,159322,2018,1,2017,4,10,4
1172,149817,176228,159322,159322,2018,1,2017,4,10,3
1173,176228,159322,159322,159322,2018,1,2017,4,10,2
1174,159322,164398,55401,353312,2017,4,2017,3,9,29
1175,164398,155159,55401,353312,2017,4,2017,3,9,28
1176,155159,167156,55401,353312,2017,4,2017,3,9,27
1177,167156,173206,55401,353312,2017,4,2017,3,9,26
1178,173206,164138,55401,353312,2017,4,2017,3,9,25
1179,164138,164630,55401,353312,2017,4,2017,3,9,22
1180,164630,151204,55401,353312,2017,4,2017,3,9,21
1181,151204,159614,55401,353312,2017,4,2017,3,9,20
1182,159614,142037,55401,353312,2017,4,2017,3,9,19
1183,142037,119259,55401,353312,2017,4,2017,3,9,18
1184,119259,83843,55401,353312,2017,4,2017,3,9,15
1185,83843,73220,55401,353312,2017,4,2017,3,9,14
1186,73220,77559,55401,353312,2017,4,2017,3,9,13
1187,77559,78289,55401,353312,2017,4,2017,3,9,12
1188,78289,70194,55401,353312,2017,4,2017,3,9,11
1189,70194,51974,55401,353312,2017,4,2017,3,9,8
1190,51974,38662,55401,353312,2017,4,2017,3,9,7
1191,38662,40456,55401,353312,2017,4,2017,3,9,6
1192,40456,32106,55401,353312,2017,4,2017,3,9,5
1193,32106,55401,55401,353312,2017,4,2017,3,9,1
1194,55401,66877,189023,353312,2017,4,2017,3,8,31
1195,66877,63991,189023,353312,2017,4,2017,3,8,30
1196,63991,67776,189023,353312,2017,4,2017,3,8,29
1197,67776,59400,189023,353312,2017,4,2017,3,8,28
1198,59400,50553,189023,353312,2017,4,2017,3,8,25
1199,50553,67930,189023,353312,2017,4,2017,3,8,24
1200,67930,83017,189023,353312,2017,4,2017,3,8,23
1201,83017,86813,189023,353312,2017,4,2017,3,8,22
1202,86813,84766,189023,353312,2017,4,2017,3,8,21
1203,84766,82481,189023,353312,2017,4,2017,3,8,18
1204,82481,96029,189023,353312,2017,4,2017,3,8,17
1205,96029,100391,189023,353312,2017,4,2017,3,8,16
1206,100391,150654,189023,353312,2017,4,2017,3,8,15
1207,150654,142035,189023,353312,2017,4,2017,3,8,14
1208,142035,143500,189023,353312,2017,4,2017,3,8,11
1209,143500,139553,189023,353312,2017,4,2017,3,8,10
1210,139553,152141,189023,353312,2017,4,2017,3,8,9
1211,152141,158389,189023,353312,2017,4,2017,3,8,8
1212,158389,150656,189023,353312,2017,4,2017,3,8,7
1213,150656,146985,189023,353312,2017,4,2017,3,8,4
1214,146985,165407,189023,353312,2017,4,2017,3,8,3
1215,165407,158260,189023,353312,2017,4,2017,3,8,2
1216,158260,189023,189023,353312,2017,4,2017,3,8,1
1217,189023,187603,181117,353312,2017,4,2017,3,7,31
1218,187603,186935,181117,353312,2017,4,2017,3,7,28
1219,186935,183534,181117,353312,2017,4,2017,3,7,27
1220,183534,195235,181117,353312,2017,4,2017,3,7,26
1221,195235,197523,181117,353312,2017,4,2017,3,7,25
1222,197523,188789,181117,353312,2017,4,2017,3,7,24
1223,188789,197167,181117,353312,2017,4,2017,3,7,21
1224,197167,189282,181117,353312,2017,4,2017,3,7,20
1225,189282,198878,181117,353312,2017,4,2017,3,7,19
1226,198878,201413,181117,353312,2017,4,2017,3,7,18
1227,201413,168075,181117,353312,2017,4,2017,3,7,17
1228,168075,169002,181117,353312,2017,4,2017,3,7,14
1229,169002,162156,181117,353312,2017,4,2017,3,7,13
1230,162156,174469,181117,353312,2017,4,2017,3,7,12
1231,174469,178605,181117,353312,2017,4,2017,3,7,11
1232,178605,170514,181117,353312,2017,4,2017,3,7,10
1233,170514,170463,181117,353312,2017,4,2017,3,7,7
1234,170463,165044,181117,353312,2017,4,2017,3,7,6
1235,165044,167210,181117,353312,2017,4,2017,3,7,5
1236,167210,181117,181117,353312,2017,4,2017,3,7,3
1237,181117,196229,189831,353312,2017,3,2017,2,6,30
1238,196229,197597,189831,353312,2017,3,2017,2,6,29
1239,197597,211666,189831,353312,2017,3,2017,2,6,28
1240,211666,215903,189831,353312,2017,3,2017,2,6,27
1241,215903,208406,189831,353312,2017,3,2017,2,6,26
1242,208406,208172,189831,353312,2017,3,2017,2,6,23
1243,208172,225126,189831,353312,2017,3,2017,2,6,22
1244,225126,226592,189831,353312,2017,3,2017,2,6,21
1245,226592,217596,189831,353312,2017,3,2017,2,6,20
1246,217596,206407,189831,353312,2017,3,2017,2,6,19
1247,206407,197389,189831,353312,2017,3,2017,2,6,16
1248,197389,163941,189831,353312,2017,3,2017,2,6,15
1249,163941,159881,189831,353312,2017,3,2017,2,6,14
1250,159881,158962,189831,353312,2017,3,2017,2,6,13
1251,158962,148101,189831,353312,2017,3,2017,2,6,12
1252,148101,148437,189831,353312,2017,3,2017,2,6,9
1253,148437,154760,189831,353312,2017,3,2017,2,6,8
1254,154760,148689,189831,353312,2017,3,2017,2,6,7
1255,148689,153151,189831,353312,2017,3,2017,2,6,6
1256,153151,147181,189831,353312,2017,3,2017,2,6,5
1257,147181,168966,189831,353312,2017,3,2017,2,6,2
1258,168966,189831,189831,353312,2017,3,2017,2,6,1
1259,189831,176984,272585,353312,2017,3,2017,2,5,31
